股票代码,名称,所属行业,地域,上市日期,TS代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),换手率(%),换手率(自由流通股),量比,市盈率,"市盈率(TTM,亏损的PE为空)",市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),今日涨停价,今日跌停价,复权因子
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251205,15.86,16.13,15.6,15.95,15.88,0.07,0.4408,10680.6,16924.071,0.8174,2.5053,0.79,,,4.9509,12.4408,9.0467,0.5141,0.5141,13067.32,13067.32,4263.22,208423.754,208423.754,16.67,15.09,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251204,16.31,16.41,15.8,15.88,16.41,-0.53,-3.2297,11791.0,18940.389,0.9023,2.7657,0.93,,,4.9292,12.3862,9.007,0.5164,0.5164,13067.32,13067.32,4263.22,207509.0416,207509.0416,17.23,15.59,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251203,16.73,16.73,16.26,16.41,16.75,-0.34,-2.0299,14432.0,23786.661,1.1044,3.3852,1.29,,,5.0937,12.7996,9.3076,0.4997,0.4997,13067.32,13067.32,4263.22,214434.7212,214434.7212,17.59,15.91,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251202,15.97,16.82,15.93,16.75,16.02,0.73,4.5568,24523.0,40571.576,1.8767,5.7522,2.93,,,5.1992,13.0648,9.5005,0.4896,0.4896,13067.32,13067.32,4263.22,218877.61,218877.61,16.82,15.22,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251201,16.05,16.16,15.86,16.02,16.0,0.02,0.125,7660.0,12248.48,0.5862,1.7968,0.85,,,4.9726,12.4954,9.0864,0.5119,0.5119,13067.32,13067.32,4263.22,209338.4664,209338.4664,16.8,15.2,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251128,16.13,16.29,15.78,16.0,16.11,-0.11,-0.6828,9083.19,14507.954,0.6951,2.1306,0.82,,,4.9664,12.4798,9.0751,0.5125,0.5125,13067.32,13067.32,4263.22,209077.12,209077.12,16.92,15.3,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251127,16.17,16.4,16.03,16.11,16.18,-0.07,-0.4326,7377.0,11954.303,0.5645,1.7304,0.48,,,5.0005,12.5656,9.1375,0.509,0.509,13067.32,13067.32,4263.22,210514.5252,210514.5252,16.99,15.37,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251126,16.2,16.34,16.03,16.18,16.17,0.01,0.0618,7183.0,11571.665,0.5497,1.6849,0.31,,,5.0223,12.6202,9.1772,0.5068,0.5068,13067.32,13067.32,4263.22,211429.2376,211429.2376,16.98,15.36,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251125,16.05,16.39,16.0,16.17,15.95,0.22,1.3793,10571.0,17138.697,0.809,2.4796,0.46,,,5.0192,12.6124,9.1715,0.5071,0.5071,13067.32,13067.32,4263.22,211298.5644,211298.5644,16.75,15.15,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251124,15.8,16.15,15.71,15.95,15.73,0.22,1.3986,10661.0,16963.102,0.8159,2.5007,0.47,,,4.9509,12.4408,9.0467,0.5141,0.5141,13067.32,13067.32,4263.22,208423.754,208423.754,16.52,14.94,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251121,16.5,16.5,15.7,15.73,16.51,-0.78,-4.7244,19476.0,31195.405,1.4904,4.5684,0.96,,,4.8826,12.2692,8.9219,0.5213,0.5213,13067.32,13067.32,4263.22,205548.9436,205548.9436,17.34,15.68,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251120,16.49,17.14,16.37,16.51,16.7,-0.19,-1.1377,29518.19,49144.707,2.2589,6.9239,1.72,,,5.1247,12.8776,9.3643,0.4967,0.4967,13067.32,13067.32,4263.22,215741.4532,215741.4532,17.54,15.87,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251119,16.08,16.75,15.94,16.7,15.95,0.75,4.7022,47080.0,78350.709,3.6029,11.0433,4.72,,,5.1837,13.0258,9.4721,0.491,0.491,13067.32,13067.32,4263.22,218224.244,218224.244,16.75,15.15,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251118,16.02,16.18,15.9,15.95,16.1,-0.15,-0.9317,8109.0,12984.786,0.6206,1.9021,0.68,,,4.9509,12.4408,9.0467,0.5141,0.5141,13067.32,13067.32,4263.22,208423.754,208423.754,16.91,15.3,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251117,16.15,16.3,15.92,16.1,16.22,-0.12,-0.7398,8627.0,13840.29,0.6602,2.0236,0.67,,,4.9974,12.5578,9.1318,0.5093,0.5093,13067.32,13067.32,4263.22,210383.852,210383.852,17.03,15.41,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251114,16.36,16.47,16.18,16.22,16.38,-0.16,-0.9768,8420.0,13709.741,0.6444,1.975,0.61,,,5.0347,12.6514,9.1999,0.5055,0.5055,13067.32,13067.32,4263.22,211951.9304,211951.9304,17.2,15.56,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251113,16.26,16.4,16.06,16.38,16.25,0.13,0.8,13586.0,22149.337,1.0397,3.1868,1.07,,,5.0844,12.7762,9.2906,0.5006,0.5006,13067.32,13067.32,4263.22,214042.7016,214042.7016,17.06,15.44,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251112,16.26,16.42,16.08,16.25,16.3,-0.05,-0.3067,11164.0,18121.544,0.8543,2.6187,0.8,,,5.044,12.6748,9.2169,0.5046,0.5046,13067.32,13067.32,4263.22,212343.95,212343.95,17.12,15.49,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251111,15.94,16.56,15.81,16.3,15.91,0.39,2.4513,18243.62,29650.18,1.3961,4.2793,1.28,,,5.0595,12.7138,9.2452,0.5031,0.5031,13067.32,13067.32,4263.22,212997.316,212997.316,16.71,15.11,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251110,15.81,16.16,15.7,15.91,15.84,0.07,0.4419,13280.6,21134.853,1.0163,3.1152,0.66,,,4.9385,12.4096,9.024,0.5154,0.5154,13067.32,13067.32,4263.22,207901.0612,207901.0612,16.63,15.05,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251107,16.2,16.27,15.8,15.84,16.27,-0.43,-2.6429,12213.0,19438.707,0.9346,2.8647,0.51,,,4.9167,12.355,8.9843,0.5177,0.5177,13067.32,13067.32,4263.22,206986.3488,206986.3488,17.08,15.46,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251106,16.11,16.31,16.01,16.27,16.27,0.0,0.0,8550.0,13837.296,0.6543,2.0055,0.35,,,5.0502,12.6904,9.2282,0.504,0.504,13067.32,13067.32,4263.22,212605.2964,212605.2964,17.08,15.46,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251105,16.0,16.36,15.92,16.27,15.98,0.29,1.8148,17244.6,27791.931,1.3197,4.045,0.75,,,5.0502,12.6904,9.2282,0.504,0.504,13067.32,13067.32,4263.22,212605.2964,212605.2964,16.78,15.18,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251104,16.07,16.14,15.85,15.98,16.15,-0.17,-1.0526,20117.62,32164.568,1.5395,4.7189,0.95,,,4.9602,12.4642,9.0637,0.5131,0.5131,13067.32,13067.32,4263.22,208815.7736,208815.7736,16.96,15.34,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251103,15.56,16.33,15.56,16.15,15.55,0.6,3.8585,42384.56,68530.687,3.2436,9.9419,2.88,,,5.013,12.5968,9.1602,0.5077,0.5077,13067.32,13067.32,4263.22,211037.218,211037.218,16.33,14.77,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251031,14.92,15.57,14.9,15.55,14.98,0.57,3.8051,31197.0,47691.085,2.3874,7.3177,3.2,,,4.8267,12.1288,8.8198,0.5273,0.5273,13067.32,13067.32,4263.22,203196.826,203196.826,15.73,14.23,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251030,15.06,15.09,14.9,14.98,15.03,-0.05,-0.3327,12466.0,18686.177,0.954,2.9241,1.44,,,4.696,11.6842,10.7109,0.5474,0.5474,13067.32,13067.32,4263.22,195748.4536,195748.4536,15.78,14.28,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251029,15.13,15.13,14.91,15.03,15.06,-0.03,-0.1992,8417.0,12613.805,0.6441,1.9743,1.0,,,4.7116,11.7232,10.7466,0.5456,0.5456,13067.32,13067.32,4263.22,196401.8196,196401.8196,15.81,14.31,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251028,15.05,15.2,14.95,15.06,15.05,0.01,0.0664,11168.44,16863.355,0.8547,2.6197,1.28,,,4.7211,11.7466,10.7681,0.5445,0.5445,13067.32,13067.32,4263.22,196793.8392,196793.8392,15.8,14.3,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251027,14.86,15.07,14.72,15.05,14.86,0.19,1.2786,10436.0,15580.921,0.7986,2.4479,1.33,,,4.7179,11.7388,10.7609,0.5449,0.5449,13067.32,13067.32,4263.22,196663.166,196663.166,15.6,14.12,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251024,14.88,14.96,14.78,14.86,14.88,-0.02,-0.1344,6319.0,9395.651,0.4836,1.4822,0.72,,,4.6584,11.5906,10.6251,0.5518,0.5518,13067.32,13067.32,4263.22,194180.3752,194180.3752,15.62,14.14,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251023,14.9,14.96,14.62,14.88,14.9,-0.02,-0.1342,7030.52,10432.455,0.538,1.6491,0.76,,,4.6646,11.6062,10.6394,0.5511,0.5511,13067.32,13067.32,4263.22,194441.7216,194441.7216,15.65,14.16,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251022,14.76,14.9,14.74,14.9,14.83,0.07,0.472,7287.31,10803.181,0.5577,1.7093,0.83,,,4.6709,11.6218,10.6537,0.5503,0.5503,13067.32,13067.32,4263.22,194703.068,194703.068,15.57,14.09,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251021,14.62,14.88,14.52,14.83,14.62,0.21,1.4364,12576.0,18525.071,0.9624,2.9499,1.49,,,4.6489,11.5672,10.6036,0.5529,0.5529,13067.32,13067.32,4263.22,193788.3556,193788.3556,15.35,13.89,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251020,14.48,14.66,14.43,14.62,14.56,0.06,0.4121,5953.76,8668.7,0.4556,1.3965,0.61,,,4.5831,11.4034,10.4535,0.5609,0.5609,13067.32,13067.32,4263.22,191044.2184,191044.2184,15.29,13.83,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251017,14.63,14.77,14.26,14.56,14.64,-0.08,-0.5464,10885.76,15841.739,0.8331,2.5534,1.25,,,4.5643,11.3566,10.4106,0.5632,0.5632,13067.32,13067.32,4263.22,190260.1792,190260.1792,15.37,13.91,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251016,14.49,14.73,14.48,14.64,14.5,0.14,0.9655,9559.76,13997.607,0.7316,2.2424,,,,4.5894,11.419,10.4678,0.5601,0.5601,13067.32,13067.32,4263.22,191305.5648,191305.5648,15.23,13.78,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251015,14.36,14.55,14.36,14.5,14.45,0.05,0.346,4785.0,6924.99,0.3662,1.1224,0.5,,,4.5455,11.3098,10.3677,0.5655,0.5655,13067.32,13067.32,4263.22,189476.14,189476.14,15.17,13.73,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251014,14.49,14.51,14.33,14.45,14.37,0.08,0.5567,11135.0,16038.854,0.8521,2.6119,1.06,,,4.5298,11.2708,10.3319,0.5675,0.5675,13067.32,13067.32,4263.22,188822.774,188822.774,15.09,13.65,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251013,14.18,14.39,14.15,14.37,14.49,-0.12,-0.8282,12234.0,17456.258,0.9362,2.8697,1.27,,,4.5047,11.2084,10.2747,0.5706,0.5706,13067.32,13067.32,4263.22,187777.3884,187777.3884,15.21,13.77,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251010,14.45,14.64,14.4,14.49,14.49,0.0,0.0,5705.0,8272.361,0.4366,1.3382,0.54,,,4.5424,11.302,10.3605,0.5659,0.5659,13067.32,13067.32,4263.22,189345.4668,189345.4668,15.21,13.77,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20251009,14.71,14.72,14.4,14.49,14.72,-0.23,-1.5625,10589.0,15399.449,0.8103,2.4838,0.94,,,4.5424,11.302,10.3605,0.5659,0.5659,13067.32,13067.32,4263.22,189345.4668,189345.4668,15.46,13.98,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250930,14.59,14.76,14.52,14.72,14.61,0.11,0.7529,7825.0,11455.96,0.5988,1.8355,0.56,,,4.6145,11.4814,10.525,0.5571,0.5571,13067.32,13067.32,4263.22,192350.9504,192350.9504,15.34,13.88,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250929,14.63,14.82,14.55,14.61,14.79,-0.18,-1.217,16271.0,23850.632,1.2452,3.8166,0.88,,,4.58,11.3956,10.4463,0.5613,0.5613,13067.32,13067.32,4263.22,190913.5452,190913.5452,15.53,14.05,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250926,14.7,14.83,14.64,14.79,14.74,0.05,0.3392,7840.0,11593.428,0.6,1.839,0.3,,,4.6364,11.536,10.575,0.5544,0.5544,13067.32,13067.32,4263.22,193265.6628,193265.6628,15.48,14.0,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250925,14.86,14.9,14.63,14.74,14.88,-0.14,-0.9409,10261.0,15133.521,0.7852,2.4069,0.38,,,4.6207,11.497,10.5393,0.5563,0.5563,13067.32,13067.32,4263.22,192612.2968,192612.2968,15.62,14.14,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250924,14.75,14.98,14.61,14.88,14.71,0.17,1.1557,14380.0,21283.491,1.1005,3.373,0.56,,,4.6646,11.6062,10.6394,0.5511,0.5511,13067.32,13067.32,4263.22,194441.7216,194441.7216,15.45,13.97,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250923,15.11,15.15,14.42,14.71,15.0,-0.29,-1.9333,21694.0,31914.693,1.6602,5.0886,0.93,,,4.6113,11.4736,10.5178,0.5574,0.5574,13067.32,13067.32,4263.22,192220.2772,192220.2772,15.75,14.25,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250922,14.7,15.2,14.6,15.0,14.85,0.15,1.0101,38421.0,57370.027,2.9402,9.0122,2.13,,,4.7022,11.6998,10.7252,0.5467,0.5467,13067.32,13067.32,4263.22,196009.8,196009.8,15.59,14.11,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250919,14.25,14.88,14.24,14.85,14.17,0.68,4.7989,46961.0,69115.661,3.5938,11.0154,4.51,,,4.6552,11.5828,10.6179,0.5522,0.5522,13067.32,13067.32,4263.22,194049.702,194049.702,14.88,13.46,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250918,14.31,14.4,14.01,14.17,14.31,-0.14,-0.9783,12893.0,18340.512,0.9867,3.0242,1.34,,,4.4421,11.0524,10.1317,0.5787,0.5787,13067.32,13067.32,4263.22,185163.9244,185163.9244,15.03,13.59,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250917,14.38,14.38,14.2,14.31,14.42,-0.11,-0.7628,7859.0,11224.097,0.6014,1.8434,0.76,,,4.4859,11.1616,10.2318,0.573,0.573,13067.32,13067.32,4263.22,186993.3492,186993.3492,15.14,13.7,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250916,14.21,14.45,14.16,14.42,14.19,0.23,1.6209,10881.0,15591.776,0.8327,2.5523,1.06,,,4.5204,11.2474,10.3105,0.5687,0.5687,13067.32,13067.32,4263.22,188430.7544,188430.7544,14.9,13.48,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250915,14.4,14.41,14.12,14.19,14.45,-0.26,-1.7993,11662.8,16554.444,0.8925,2.7357,1.21,,,4.4483,11.068,10.146,0.5779,0.5779,13067.32,13067.32,4263.22,185425.2708,185425.2708,15.17,13.73,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250912,14.63,14.63,14.38,14.45,14.58,-0.13,-0.8916,8778.0,12741.414,0.6718,2.059,0.87,,,4.5298,11.2708,10.3319,0.5675,0.5675,13067.32,13067.32,4263.22,188822.774,188822.774,15.31,13.85,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250911,14.68,14.68,14.51,14.58,14.58,0.0,0.0,9031.2,13148.908,0.6911,2.1184,0.76,,,4.5706,11.3722,10.4249,0.5624,0.5624,13067.32,13067.32,4263.22,190521.5256,190521.5256,15.31,13.85,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250910,14.63,14.64,14.4,14.58,14.58,0.0,0.0,11313.19,16462.704,0.8658,2.6537,0.92,,,4.5706,11.3722,10.4249,0.5624,0.5624,13067.32,13067.32,4263.22,190521.5256,190521.5256,15.31,13.85,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250909,14.46,14.63,14.33,14.58,14.45,0.13,0.8997,10389.0,15091.393,0.795,2.4369,0.69,,,4.5706,11.3722,10.4249,0.5624,0.5624,13067.32,13067.32,4263.22,190521.5256,190521.5256,15.17,13.73,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250908,14.39,14.51,14.33,14.45,14.34,0.11,0.7671,8656.0,12483.536,0.6624,2.0304,0.46,,,4.5298,11.2708,10.3319,0.5675,0.5675,13067.32,13067.32,4263.22,188822.774,188822.774,15.06,13.62,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250905,14.09,14.35,13.93,14.34,14.1,0.24,1.7021,11240.0,15908.268,0.8602,2.6365,0.59,,,4.4953,11.185,10.2533,0.5718,0.5718,13067.32,13067.32,4263.22,187385.3688,187385.3688,14.81,13.4,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250904,13.76,14.12,13.76,14.1,13.72,0.38,2.7697,17814.0,24932.609,1.3632,4.1785,0.89,,,4.4201,10.9978,10.0817,0.5816,0.5816,13067.32,13067.32,4263.22,184249.212,184249.212,14.41,13.03,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250903,14.19,14.19,13.65,13.72,14.1,-0.38,-2.695,13616.0,18958.763,1.042,3.1938,0.64,,,4.301,10.7014,9.81,0.5977,0.5977,13067.32,13067.32,4263.22,179283.6304,179283.6304,14.81,13.4,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250902,14.62,14.63,13.95,14.1,14.66,-0.56,-3.8199,24398.0,34742.037,1.8671,5.7229,1.28,,,4.4201,10.9978,10.0817,0.5816,0.5816,13067.32,13067.32,4263.22,184249.212,184249.212,15.39,13.93,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250901,14.88,15.1,14.56,14.66,14.82,-0.16,-1.0796,27384.0,40403.844,2.0956,6.4233,1.4,,,4.6271,11.4346,10.4821,0.5593,0.5593,13067.32,13067.32,4263.22,191566.9112,191566.9112,15.56,14.08,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250829,14.82,14.85,14.65,14.82,14.83,-0.01,-0.0674,11747.4,17329.15,0.899,2.7555,0.59,,,4.6776,11.5594,10.8445,0.5533,0.5533,13067.32,13067.32,4263.22,193657.6824,193657.6824,15.57,14.09,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250828,14.82,14.98,14.45,14.83,14.75,0.08,0.5424,22879.71,33716.487,1.7509,5.3668,1.27,,,4.6808,11.5672,10.8518,0.5529,0.5529,13067.32,13067.32,4263.22,193788.3556,193788.3556,15.49,14.01,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250827,15.15,15.25,14.75,14.75,15.08,-0.33,-2.1883,20323.0,30553.85,1.5553,4.7671,1.12,,,4.6555,11.5048,10.7933,0.5559,0.5559,13067.32,13067.32,4263.22,192742.97,192742.97,15.83,14.33,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250826,14.9,15.15,14.9,15.08,14.93,0.15,1.0047,13156.0,19829.456,1.0068,3.0859,0.74,,,4.7597,11.7622,11.0348,0.5438,0.5438,13067.32,13067.32,4263.22,197055.1856,197055.1856,15.68,14.18,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250825,15.33,15.33,14.9,14.93,15.34,-0.41,-2.6728,29928.0,45069.268,2.2903,7.02,1.95,,,4.7123,11.6452,10.925,0.5492,0.5492,13067.32,13067.32,4263.22,195095.0876,195095.0876,16.11,14.57,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250822,15.41,15.41,15.26,15.34,15.33,0.01,0.0652,12914.0,19796.774,0.9883,3.0292,0.87,,,4.8418,11.965,11.225,0.5346,0.5346,13067.32,13067.32,4263.22,200452.6888,200452.6888,16.1,14.56,2.0578
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250821,15.28,15.39,15.12,15.33,15.23,0.1,0.6566,13895.62,21216.233,1.0634,3.2594,0.84,,,4.8386,11.9572,11.2177,0.5349,0.5349,13067.32,13067.32,4263.22,200322.0156,200322.0156,15.99,14.47,2.0578
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250820,14.99,15.37,14.94,15.23,15.01,0.22,1.4657,20606.55,31319.663,1.577,4.8336,1.38,,,4.807,11.8792,11.1445,0.5384,0.5384,13067.32,13067.32,4263.22,199015.2836,199015.2836,15.76,14.26,2.0578
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250819,14.99,15.04,14.93,15.01,14.99,0.02,0.1334,11081.0,16602.0,0.848,2.5992,0.62,,,4.7376,11.7076,10.9836,0.5463,0.5463,13067.32,13067.32,4263.22,196140.4732,196140.4732,15.74,14.24,2.0578
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250818,14.84,15.05,14.83,14.99,14.82,0.17,1.1471,18260.4,27291.742,1.3974,4.2832,1.12,,,4.7313,11.692,10.9689,0.547,0.547,13067.32,13067.32,4263.22,195879.1268,195879.1268,15.56,14.08,2.0578
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250815,14.8,14.93,14.8,14.82,14.8,0.02,0.1351,10799.0,16035.183,0.8264,2.5331,0.7,,,4.6776,11.5594,10.8445,0.5533,0.5533,13067.32,13067.32,4263.22,193657.6824,193657.6824,15.54,14.06,2.0578
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250814,14.96,15.25,14.76,14.8,14.96,-0.16,-1.0695,22154.0,33148.636,1.6954,5.1965,1.75,,,4.6713,11.5438,10.8299,0.5541,0.5541,13067.32,13067.32,4263.22,193396.336,193396.336,15.71,14.21,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250813,15.04,15.04,14.91,14.96,14.99,-0.03,-0.2001,12244.0,18319.044,0.937,2.872,1.0,,,4.7218,11.6686,10.947,0.5481,0.5481,13067.32,13067.32,4263.22,195487.1072,195487.1072,15.74,14.24,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250812,14.8,15.03,14.73,14.99,14.8,0.19,1.2838,25407.0,37905.444,1.9443,5.9596,2.82,,,4.7313,11.692,10.9689,0.547,0.547,13067.32,13067.32,4263.22,195879.1268,195879.1268,15.54,14.06,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250811,14.71,14.88,14.65,14.8,14.71,0.09,0.6118,10665.6,15754.703,0.8162,2.5018,1.35,,,4.6713,11.5438,10.8299,0.5541,0.5541,13067.32,13067.32,4263.22,193396.336,193396.336,15.45,13.97,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250808,14.75,14.75,14.59,14.71,14.71,0.0,0.0,7037.0,10315.782,0.5385,1.6506,0.88,,,4.6429,11.4736,10.764,0.5574,0.5574,13067.32,13067.32,4263.22,192220.2772,192220.2772,15.45,13.97,2.0581
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250807,14.75,14.8,14.69,14.79,14.75,0.04,0.2712,7847.0,11574.449,0.6005,1.8406,0.87,,,4.5504,11.536,10.8226,0.5544,,13067.32,13067.32,4263.22,193265.6628,193265.6628,15.49,14.01,2.047
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250806,14.0,14.8,14.0,14.75,14.73,0.02,0.1358,10171.0,14954.966,0.7784,2.3858,1.2,,,4.5381,11.5048,10.7933,0.5559,,13067.32,13067.32,4263.22,192742.97,192742.97,15.47,13.99,2.047
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250805,14.7,14.77,14.66,14.73,14.7,0.03,0.2041,9311.0,13697.796,0.7125,2.184,1.06,,,4.5319,11.4892,10.7787,0.5567,,13067.32,13067.32,4263.22,192481.6236,192481.6236,15.44,13.97,2.047
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250804,14.6,14.7,14.6,14.7,14.68,0.02,0.1362,5211.0,7638.353,0.3988,1.2223,0.54,,,4.5227,11.4658,10.7567,0.5578,,13067.32,13067.32,4263.22,192089.604,192089.604,15.41,13.95,2.047
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250801,14.5,14.69,14.5,14.68,14.57,0.11,0.755,7318.0,10683.642,0.56,1.7165,0.65,,,4.5165,11.4502,10.7421,0.5586,0.5586,13067.32,13067.32,4263.22,191828.2576,191828.2576,15.3,13.84,2.047
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250731,14.74,14.8,14.48,14.57,14.76,-0.19,-1.2873,12984.96,19020.742,0.9937,3.0458,1.13,,,4.4827,11.3644,10.6616,0.5628,0.5628,13067.32,13067.32,4263.22,190390.8524,190390.8524,15.5,14.02,2.047
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250730,14.87,14.93,14.71,14.76,14.87,-0.11,-0.7397,7571.0,11187.629,0.5794,1.7759,0.57,,,4.5412,11.5126,10.8006,0.5556,0.5556,13067.32,13067.32,4263.22,192873.6432,192873.6432,15.61,14.13,2.047
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250729,14.97,14.97,14.75,14.87,14.95,-0.08,-0.5351,11009.0,16314.91,0.8425,2.5823,0.8,,,4.575,11.5984,10.8811,0.5514,0.5514,13067.32,13067.32,4263.22,194311.0484,194311.0484,15.7,14.2,2.047
603580,艾艾精工,塑料,上海,20170525,603580.SH,20250728,14.95,14.98,14.87,14.95,14.93,0.02,0.134,9010.96,13447.032,0.6896,2.1137,0.6,,,4.5996,11.6608,10.9396,0.5485,0.5485,13067.32,13067.32,4263.22,195356.434,195356.434,15.68,14.18,2.047
