股票代码,名称,所属行业,地域,上市日期,TS代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),换手率(%),换手率(自由流通股),量比,市盈率,"市盈率(TTM,亏损的PE为空)",市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),今日涨停价,今日跌停价,复权因子
920019,铜冠矿建,,,20241011,920019.BJ,20251205,19.68,20.2,19.46,19.86,19.6,0.26,1.3265,21739.82,43238.238,1.2976,3.8656,1.34,58.2648,66.3731,4.544,2.9925,2.7971,,,21026.67,16753.5666,5623.85,417589.6662,332725.8327,25.48,13.72,1.0083
920019,铜冠矿建,,,20241011,920019.BJ,20251204,19.67,20.18,19.56,19.6,19.42,0.18,0.9269,22536.5,44722.336,1.3452,4.0073,1.48,57.502,65.5041,4.4845,2.9533,2.7605,,,21026.67,16753.5666,5623.85,412122.732,328369.9054,25.24,13.6,1.0083
920019,铜冠矿建,,,20241011,920019.BJ,20251203,19.81,19.87,19.4,19.42,19.71,-0.29,-1.4713,11498.32,22480.719,0.6863,2.0446,0.69,56.9739,64.9026,4.4433,2.9262,2.7352,,,21026.67,16753.5666,5623.85,408337.9314,325354.2634,25.62,13.8,1.0083
920019,铜冠矿建,,,20241011,920019.BJ,20251202,19.89,20.07,19.64,19.71,20.02,-0.31,-1.5485,15941.19,31605.644,0.9515,2.8346,0.99,57.8247,65.8718,4.5096,2.9699,2.776,,,21026.67,16753.5666,5623.85,414435.6657,330212.7977,26.02,14.02,1.0083
920019,铜冠矿建,,,20241011,920019.BJ,20251201,19.83,20.3,19.77,20.02,19.47,0.55,2.8249,24851.97,49818.848,1.4834,4.419,1.84,58.7342,66.9078,4.5806,3.0166,2.8197,,,21026.67,16753.5666,5623.85,420953.9334,335406.4033,25.31,13.63,1.0083
920019,铜冠矿建,,,20241011,920019.BJ,20251128,19.4,19.54,19.3,19.47,19.37,0.1,0.5163,6023.27,11692.36,0.3595,1.071,0.38,57.1206,65.0697,4.4547,2.9337,2.7422,,,21026.67,16753.5666,5623.85,409389.2649,326191.9417,25.18,13.56,1.0083
920019,铜冠矿建,,,20241011,920019.BJ,20251127,19.71,19.8,19.35,19.37,19.8,-0.43,-2.1717,17614.55,34389.953,1.0514,3.1321,1.16,56.8272,64.7355,4.4318,2.9186,2.7281,,,21026.67,16753.5666,5623.85,407286.5979,324516.585,25.74,13.86,1.0083
920019,铜冠矿建,,,20241011,920019.BJ,20251126,19.56,20.12,19.56,19.8,19.56,0.24,1.227,18496.67,36630.02,1.104,3.289,1.32,58.0887,66.1725,4.5302,2.9834,2.7887,,,21026.67,16753.5666,5623.85,416328.066,331720.6187,25.42,13.7,1.0083
920019,铜冠矿建,,,20241011,920019.BJ,20251125,19.46,19.68,19.35,19.56,19.26,0.3,1.5576,13756.62,26889.644,0.8211,2.4461,0.9,57.3846,65.3704,4.4753,2.9473,2.7549,,,21026.67,16753.5666,5623.85,411281.6652,327699.7627,25.03,13.49,1.0083
920019,铜冠矿建,,,20241011,920019.BJ,20251124,19.4,19.58,19.21,19.26,19.2,0.06,0.3125,11735.33,22731.845,0.7005,2.0867,0.7,56.5045,64.3678,4.4067,2.9021,2.7126,,,21026.67,16753.5666,5623.85,404973.6642,322673.6927,24.96,13.44,1.0083
