股票代码,名称,所属行业,地域,上市日期,TS代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),换手率(%),换手率(自由流通股),量比,市盈率,"市盈率(TTM,亏损的PE为空)",市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),今日涨停价,今日跌停价
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251205,57.08,57.28,56.09,57.23,56.76,0.47,0.828,5800.39,32927.098,2.143,2.143,0.4,29.1052,33.8036,3.5305,5.0773,4.7189,,,12900.0,2706.6519,2706.6519,738267.0,154901.6882,68.11,45.41
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251204,57.81,58.0,56.51,56.76,58.1,-1.34,-2.3064,9471.0,53953.966,3.4992,3.4992,0.67,28.8662,33.526,3.5015,5.0356,4.6801,,,12900.0,2706.6519,2706.6519,732204.0,153629.5618,69.72,46.48
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251203,59.85,60.18,57.57,58.1,59.85,-1.75,-2.924,14834.65,86413.339,5.4808,5.4808,1.17,29.5477,34.3175,3.5841,5.1545,4.7906,,,12900.0,2706.6519,2706.6519,749490.0,157256.4754,71.82,47.88
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251202,59.5,61.29,59.02,59.85,59.52,0.33,0.5544,24047.16,145706.414,8.8845,8.8845,2.22,30.4377,35.3512,3.6921,5.3098,4.9349,,,12900.0,2706.6519,2706.6519,772065.0,161993.1162,71.42,47.62
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251201,57.85,60.0,57.52,59.52,57.51,2.01,3.495,18427.75,109154.414,6.8083,6.8083,2.14,30.2698,35.1562,3.6717,5.2805,4.9077,,,12900.0,2706.6519,2706.6519,767808.0,161099.9211,69.01,46.01
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251128,57.47,57.58,56.88,57.51,57.54,-0.03,-0.0521,5960.33,34151.545,2.2021,2.2021,0.58,29.2476,33.969,3.5477,5.1022,4.742,,,12900.0,2706.6519,2706.6519,741879.0,155659.5508,69.05,46.03
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251127,57.02,58.26,57.02,57.54,57.2,0.34,0.5944,7775.13,44901.161,2.8726,2.8726,0.73,29.2629,33.9867,3.5496,5.1048,4.7444,,,12900.0,2706.6519,2706.6519,742266.0,155740.7503,68.64,45.76
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251126,57.51,57.87,57.07,57.2,57.78,-0.58,-1.0038,7346.81,42197.158,2.7144,2.7144,0.6,29.09,33.7859,3.5286,5.0747,4.7164,,,12900.0,2706.6519,2706.6519,737880.0,154820.4887,69.34,46.22
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251125,56.1,58.49,56.01,57.78,55.92,1.86,3.3262,14570.66,83421.516,5.3833,5.3833,1.34,29.3849,34.1285,3.5644,5.1261,4.7642,,,12900.0,2706.6519,2706.6519,745362.0,156390.3468,67.1,44.74
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251124,55.56,56.19,55.25,55.92,55.35,0.57,1.0298,7443.37,41516.052,2.75,2.75,0.63,28.439,33.0299,3.4496,4.9611,4.6108,,,12900.0,2706.6519,2706.6519,721368.0,151355.9742,66.42,44.28
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251121,57.8,57.98,55.35,55.35,57.98,-2.63,-4.536,13848.0,78119.945,5.1163,5.1163,1.18,28.1491,32.6932,3.4145,4.9105,4.5639,,,12900.0,2706.6519,2706.6519,714015.0,149813.1827,69.58,46.38
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251120,59.26,59.28,57.88,57.98,58.9,-0.92,-1.562,9756.58,56932.334,3.6047,3.6047,0.76,29.4867,34.2466,3.5767,5.1439,4.7807,,,12900.0,2706.6519,2706.6519,747942.0,156931.6772,70.68,47.12
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251119,60.95,61.07,58.78,58.9,60.95,-2.05,-3.3634,15921.06,94812.09,5.8822,5.8822,1.4,29.9545,34.79,3.6335,5.2255,4.8566,,,12900.0,2706.6519,2706.6519,759810.0,159421.7969,73.14,48.76
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251118,60.59,61.24,60.51,60.95,60.75,0.2,0.3292,7285.42,44416.122,2.6917,2.6917,0.58,30.9971,36.0009,3.7599,5.4074,5.0256,,,12900.0,2706.6519,2706.6519,786255.0,164970.4333,72.9,48.6
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251117,61.83,61.83,60.6,60.75,61.84,-1.09,-1.7626,12717.04,77519.596,4.6984,4.6984,1.09,30.8954,35.8828,3.7476,5.3896,5.0091,,,12900.0,2706.6519,2706.6519,783675.0,164429.1029,74.21,49.47
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251114,62.23,62.49,61.82,61.84,62.49,-0.65,-1.0402,13136.61,81692.125,4.8535,4.8535,1.19,31.4497,36.5266,3.8148,5.4863,5.099,,,12900.0,2706.6519,2706.6519,797736.0,167379.3535,74.99,49.99
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251113,63.03,63.2,62.23,62.49,63.08,-0.59,-0.9353,15381.11,96118.158,5.6827,5.6827,1.44,31.7803,36.9105,3.8549,5.544,5.1526,,,12900.0,2706.6519,2706.6519,806121.0,169138.6772,75.7,50.46
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251112,63.3,63.4,62.6,63.08,63.31,-0.23,-0.3633,8436.34,53106.546,3.1169,3.1169,0.74,32.0803,37.259,3.8913,5.5963,5.2012,,,12900.0,2706.6519,2706.6519,813732.0,170735.6019,75.97,50.65
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251111,64.16,64.28,62.95,63.31,64.16,-0.85,-1.3248,12905.51,82067.213,4.7681,4.7681,1.12,32.1973,37.3949,3.9055,5.6167,5.2202,,,12900.0,2706.6519,2706.6519,816699.0,171358.1318,76.99,51.33
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251110,64.0,64.33,63.9,64.16,64.04,0.12,0.1874,8576.94,54984.083,3.1688,3.1688,0.66,32.6296,37.8969,3.958,5.6922,5.2903,,,12900.0,2706.6519,2706.6519,827664.0,173658.7859,76.85,51.23
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251107,64.75,64.75,64.0,64.04,64.77,-0.73,-1.1271,9756.5,62633.099,3.6046,3.6046,0.76,32.5686,37.826,3.9506,5.6815,5.2804,,,12900.0,2706.6519,2706.6519,826116.0,173333.9877,77.72,51.82
301491,汉桑科技,IT设备,江苏,20250806,301491.SZ,20251106,65.0,65.49,64.61,64.77,64.91,-0.14,-0.2157,13675.05,88897.136,5.0524,5.0524,1.06,32.9398,38.2572,3.9956,5.7463,5.3406,,,12900.0,2706.6519,2706.6519,835533.0,175309.8436,77.89,51.93
