股票代码,名称,所属行业,地域,上市日期,TS代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),换手率(%),换手率(自由流通股),量比,市盈率,"市盈率(TTM,亏损的PE为空)",市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),今日涨停价,今日跌停价
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251205,80.35,91.2,80.18,86.2,80.47,5.73,7.1207,433415.58,3723177.463,9.4467,14.6607,1.82,609.0671,120.4132,26.7925,36.8057,20.7533,,,45880.2328,45880.2328,29563.1429,3954876.0674,3954876.0674,96.56,64.38
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251204,79.0,81.72,77.29,80.47,80.48,-0.01,-0.0124,239966.32,1912880.453,5.2303,8.1171,0.98,568.5803,112.4089,25.0115,34.3591,19.3738,,,45880.2328,45880.2328,29563.1429,3691982.3334,3691982.3334,96.58,64.38
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251203,77.44,83.0,76.82,80.48,77.0,3.48,4.5195,323833.29,2592945.001,7.0582,10.954,1.26,568.651,112.4229,25.0146,34.3634,19.3762,,,45880.2328,45880.2328,29563.1429,3692441.1357,3692441.1357,92.4,61.6
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251202,77.4,79.6,75.88,77.0,78.59,-1.59,-2.0232,169634.42,1312860.848,3.6973,5.738,0.57,544.0622,107.5617,23.9329,32.8775,18.5384,,,45880.2328,45880.2328,29563.1429,3532777.9256,3532777.9256,94.31,62.87
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251201,77.53,81.53,76.3,78.59,76.2,2.39,3.1365,246831.89,1951490.189,5.3799,8.3493,0.82,555.2967,109.7827,24.4271,33.5564,18.9212,,,45880.2328,45880.2328,29563.1429,3605727.4958,3605727.4958,91.44,60.96
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251128,78.13,78.9,76.0,76.2,77.55,-1.35,-1.7408,209841.5,1617301.8,4.5737,7.0981,0.68,538.4096,106.4441,23.6843,32.5359,18.3458,,,45880.2328,45880.2328,29563.1429,3496073.7394,3496073.7394,93.06,62.04
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251127,77.7,82.0,77.42,77.55,78.68,-1.13,-1.4362,273417.19,2173837.563,5.9594,9.2486,0.88,547.9484,108.33,24.1039,33.1123,18.6708,,,45880.2328,45880.2328,29563.1429,3558012.0536,3558012.0536,94.42,62.94
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251126,74.03,82.63,73.84,78.68,75.62,3.06,4.0465,383320.21,3008392.947,8.3548,12.9662,1.35,555.9327,109.9085,24.4551,33.5948,18.9428,,,45880.2328,45880.2328,29563.1429,3609856.7167,3609856.7167,90.74,60.5
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251125,71.39,79.49,71.39,75.62,68.94,6.68,9.6896,386838.56,2923063.699,8.4315,13.0852,1.5,534.3115,105.6339,23.504,32.2883,18.2061,,,45880.2328,45880.2328,29563.1429,3469463.2043,3469463.2043,82.73,55.15
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251124,72.51,72.6,67.05,68.94,71.27,-2.33,-3.2693,253129.95,1750395.991,5.5172,8.5623,1.01,487.1123,96.3026,21.4277,29.436,16.5979,,,45880.2328,45880.2328,29563.1429,3162983.2492,3162983.2492,85.52,57.02
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251121,74.8,75.55,71.27,71.27,78.5,-7.23,-9.2102,255125.56,1871841.939,5.5607,8.6299,1.04,503.5755,99.5574,22.1519,30.4309,17.1588,,,45880.2328,45880.2328,29563.1429,3269884.1917,3269884.1917,94.2,62.8
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251120,83.0,83.99,75.88,78.5,79.8,-1.3,-1.6291,270418.37,2127319.762,5.894,9.1471,1.04,554.6608,109.657,24.3992,33.518,18.8995,,,45880.2328,45880.2328,29563.1429,3601598.2748,3601598.2748,95.76,63.84
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251119,79.98,84.18,78.62,79.8,80.35,-0.55,-0.6845,259259.22,2115235.865,5.6508,8.7697,0.9,563.8463,111.473,24.8032,34.073,19.2125,,,45880.2328,45880.2328,29563.1429,3661242.5774,3661242.5774,96.42,64.28
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251118,76.85,82.58,76.4,80.35,78.18,2.17,2.7756,254302.83,2027199.351,5.5428,8.602,0.72,567.7325,112.2413,24.9742,34.3079,19.3449,,,45880.2328,45880.2328,29563.1429,3686476.7055,3686476.7055,93.82,62.54
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251117,78.84,80.34,75.3,78.18,78.3,-0.12,-0.1533,211943.61,1640241.658,4.6195,7.1692,0.55,552.3998,109.21,24.2997,33.3813,18.8225,,,45880.2328,45880.2328,29563.1429,3586916.6003,3586916.6003,93.96,62.64
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251114,78.28,81.39,76.0,78.3,81.75,-3.45,-4.2202,229784.78,1805578.629,5.0084,7.7727,0.57,553.2477,109.3776,24.337,33.4326,18.8513,,,45880.2328,45880.2328,29563.1429,3592422.2282,3592422.2282,98.1,65.4
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251113,84.61,86.0,79.5,81.75,84.61,-2.86,-3.3802,339583.38,2792173.342,7.4015,11.4867,0.8,577.6245,114.197,25.4093,34.9057,19.682,,,45880.2328,45880.2328,29563.1429,3750709.0314,3750709.0314,101.53,67.69
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251112,81.31,86.19,78.72,84.61,82.8,1.81,2.186,401282.56,3296467.08,8.7463,13.5737,1.02,597.8325,118.1921,26.2983,36.1268,20.3705,,,45880.2328,45880.2328,29563.1429,3881926.4972,3881926.4972,99.36,66.24
688313,仕佳光子,通信设备,河南,20200812,688313.SH,20251111,81.2,92.5,81.2,82.8,77.33,5.47,7.0736,584245.44,5054813.931,12.7341,19.7626,1.79,585.0435,115.6637,25.7357,35.354,19.9348,,,45880.2328,45880.2328,29563.1429,3798883.2758,3798883.2758,92.8,61.86
